"Age","L_O_S","Dropped_Calls","Peak_calls_Sum","Peak_mins_Sum","OffPeak_calls_Sum","OffPeak_mins_Sum","Weekend_calls_Sum","Weekend_mins_Sum","International_mins_Sum","Nat_call_cost_Sum","AvePeak","AveOffPeak","AveWeekend","National_calls","National_mins","AveNational","All_calls_mins","Mins_charge","call_cost_per_min","actual call cost","Total_call_cost","Total_Cost","average_cost_min","group"
35,10.4,10,694,1174.800001,50,162.899999,54,142.800001,319.229001,25.154058,1.692795,3.258,2.644444,798,1480.500001,1.855263,1799.729002,280.500001,8.967579,25.154058,120.922758,270.922758,0.150535,3
27,47.766667,1,277,795.6,319,533.7,3,32.4,328.034764,12.80882,2.872202,1.673041,10.8,599,1361.7,2.273289,1689.734764,161.7,7.921348,12.80882,111.219249,261.219249,0.154592,4
66,20.433333,1,651,992.400001,228,510.900001,2,16,210.710335,26.393267,1.524424,2.240789,8,881,1519.300002,1.724518,1730.010337,319.300002,8.265978,26.393267,89.606368,239.606368,0.1385,3
30,34.433333,1,478,901.2,51,428.1,40,75,341.733857,16.770407,1.885356,8.394118,1.875,569,1404.3,2.468014,1746.033857,204.3,8.208716,16.770407,119.290564,269.290564,0.15423,4
50,30.866667,2,528,1357.799999,113,202.799999,6,46,401.189108,37.511672,2.571591,1.79469,7.666667,647,1606.599998,2.483153,2007.789106,406.599998,9.225694,37.511672,157.868404,307.868404,0.153337,3
28,50.8,10,341,931.8,25,348.600001,52,99,316.447841,15.029335,2.732551,13.944,1.903846,418,1379.400001,3.3,1695.847842,179.400001,8.377555,15.029335,109.963687,259.963687,0.153294,4
42,47.3,0,461,1181.400002,30,241.2,43,73.8,352.225182,26.520313,2.56269,8.04,1.716279,534,1496.400002,2.802247,1848.625184,296.400002,8.947474,26.520313,132.187868,282.187868,0.152647,3
38,12.7,1,302,826.199999,94,450.6,46,70.800001,267.324242,11.904602,2.735762,4.793617,1.53913,442,1347.6,3.048869,1614.924242,147.6,8.06545,11.904604,92.101876,242.101876,0.149915,4
43,55.766667,5,505,1369.799999,31,178.200001,20,67.200001,294.608989,38.365899,2.712475,5.748387,3.36,556,1615.200001,2.905036,1909.80899,415.200001,9.240342,38.365899,126.748596,276.748596,0.144909,3
42,21.833333,2,362,939.6,127,469.5,10,22.200002,326.321396,19.157031,2.59558,3.69685,2.22,499,1431.300002,2.868337,1757.621398,231.300002,8.282331,19.157031,117.05345,267.05345,0.15194,3
35,54.566667,3,485,1278.6,86,202.5,16,83.4,409.032216,33.119525,2.636289,2.354651,5.2125,587,1564.5,2.665247,1973.532216,364.5,9.08629,33.119525,155.82919,305.82919,0.154965,3
41,32.033333,0,327,873.599999,151,531.599999,2,5.5,292.76979,17.058978,2.67156,3.52053,2.75,480,1410.699998,2.938958,1703.469788,210.699998,8.096335,17.058978,104.889915,254.889915,0.14963,3
57,46.4,2,271,739.2,177,538.8,4,46,312.686063,9.661511,2.727675,3.044068,11.5,452,1324,2.929204,1636.686063,124,7.791541,9.661511,103.467329,253.467329,0.154866,4
42,51.233333,8,448,1122.6,186,321,25,63,429.657135,26.752711,2.505804,1.725806,2.52,659,1506.6,2.286191,1936.257135,306.6,8.725607,26.752712,155.649853,305.649853,0.157856,3
36,52.766667,10,401,1002,150,396,4,55.5,269.008795,21.412771,2.498753,2.64,13.875,555,1453.5,2.618919,1722.508795,253.5,8.446852,21.412771,102.115409,252.115409,0.146365,3
29,42.833333,3,265,736.8,147,397.2,37,123.6,350.123024,4.567327,2.780377,2.702041,3.340541,449,1257.6,2.800891,1607.723024,57.6,7.929389,4.567328,109.604235,259.604235,0.161473,4
56,48.6,1,580,977.4,82,468.9,7,24,329.467994,22.499262,1.685172,5.718293,3.428571,669,1470.3,2.197758,1799.767994,270.3,8.323811,22.499262,121.339661,271.339661,0.150764,3
34,21.4,0,467,772.2,395,594,3,26,208.379845,14.940299,1.653533,1.503797,8.666667,865,1392.2,1.60948,1600.579845,192.2,7.773308,14.940299,77.454252,227.454252,0.142107,4
26,56.433333,2,715,1210.2,231,396.599999,7,18,279.391021,37.060192,1.692587,1.716883,2.571429,953,1624.799999,1.704932,1904.19102,424.799999,8.724151,37.060192,120.877498,270.877498,0.142253,3
26,43.533333,2,549,1082.399999,237,412.499999,7,27.600001,403.203462,27.588842,1.971585,1.740506,3.942857,793,1522.499999,1.919924,1925.703461,322.499999,8.55468,27.588842,148.549881,298.549881,0.155034,3
48,20.066667,2,599,1182.6,69,262.800001,8,91.800001,284.546713,29.830749,1.97429,3.808696,11.475,676,1537.200002,2.273965,1821.746715,337.200002,8.846604,29.83075,115.194763,265.194763,0.145572,3
27,46.433333,1,477,943.799999,150,371.7,29,97.200001,287.038894,17.740055,1.978616,2.478,3.351724,656,1412.7,2.153506,1699.738894,212.7,8.340412,17.740056,103.851724,253.851724,0.149347,3
27,47.3,2,710,1087.800001,83,340.199999,17,78,256.809404,26.351355,1.532113,4.098795,4.588235,810,1506,1.859259,1762.809404,306,8.611554,26.351355,103.394176,253.394176,0.143745,3
26,18.7,1,591,923.399999,290,459.3,3,57.6,249.72551,19.718015,1.562437,1.583793,19.2,884,1440.299999,1.629299,1690.025509,240.299999,8.205582,19.718014,94.635667,244.635667,0.144753,3
37,25,1,616,1243.199999,161,300,5,40,200.263905,34.205296,2.018182,1.863354,8,782,1583.199999,2.024552,1783.463904,383.199999,8.926225,34.205296,94.284467,244.284467,0.136972,3
38,23.966667,0,527,1068.6,141,377.700001,14,55.799999,316.262028,25.850758,2.027704,2.678723,3.985714,682,1502.1,2.202493,1818.362028,302.1,8.55702,25.850758,120.729366,270.729366,0.148886,3
32,47.866667,2,611,937.8,103,467.700001,13,49.8,249.04297,20.990807,1.534861,4.540777,3.830769,727,1455.300001,2.001788,1704.342971,255.300001,8.222016,20.990807,95.703698,245.703698,0.144163,3
26,21.033333,2,174,678,133,568.8,14,33.499999,417.418748,6.141197,3.896552,4.276692,2.392857,321,1280.299999,3.988474,1697.718747,80.299999,7.647817,6.141197,131.366821,281.366821,0.165732,4
44,53.333333,0,252,776.4,83,539.100001,5,13,351.304317,10.17989,3.080952,6.495181,2.6,340,1328.500001,3.907353,1679.804318,128.500001,7.922093,10.179889,115.571184,265.571184,0.158097,4
35,57.166667,2,169,658.8,166,415.500001,51,138.6,255.237331,0.995338,3.898225,2.503012,2.717647,386,1212.900001,3.142228,1468.137332,12.900001,7.715805,0.995339,77.566538,227.566538,0.155004,4
40,47.533333,2,187,822,224,420.6,24,82.199999,278.19802,10.111739,4.395722,1.877679,3.425,435,1324.799999,3.045517,1602.998019,124.799999,8.102355,10.111739,93.571145,243.571145,0.151947,4
56,51.533333,1,97,615.6,265,519,44,93,269.457687,2.072024,6.346392,1.958491,2.113636,406,1227.6,3.023645,1497.057687,27.6,7.507331,2.072023,82.90933,232.90933,0.155578,4
54,18.7,1,99,636.600001,81,600,6,15,364.322648,3.892262,6.430303,7.407407,2.5,186,1251.600001,6.729032,1615.922649,51.600001,7.543145,3.892263,113.189057,263.189057,0.162872,4
50,33.733333,9,110,710.399999,272,464.399999,25,88.8,319.100426,4.967806,6.458182,1.707353,3.552,407,1263.599998,3.104668,1582.700424,63.599998,7.811016,4.967806,100.697934,250.697934,0.158399,4
28,51.933333,0,217,675,85,517.8,6,55.2,405.794841,3.698076,3.110599,6.091765,9.2,308,1248,4.051948,1653.794841,48,7.704327,3.698077,125.436529,275.436529,0.166548,4
45,55.933333,0,218,808.2,254,414.9,20,92.4,349.82847,9.322971,3.707339,1.633465,4.62,492,1315.5,2.67378,1665.32847,115.5,8.071836,9.32297,114.271511,264.271511,0.15869,4
47,19.433333,2,105,760.200001,178,579.9,0,0,319.958561,11.356137,7.24,3.257865,0,283,1340.100001,4.735336,1660.058562,140.100001,7.836355,10.978734,106.966302,256.966302,0.154794,4
43,31,2,90,710.399999,207,532.500001,3,38.4,295.865453,6.318787,7.893333,2.572464,12.8,300,1281.3,4.271,1577.165453,81.3,7.772184,6.318786,95.078422,245.078422,0.155392,4
53,16.366667,2,178,754.799999,307,542.7,6,34.799999,417.613658,10.362656,4.240449,1.767752,5.8,491,1332.299998,2.713442,1749.913656,132.299998,7.832695,10.362656,135.646753,285.646753,0.163235,4
29,34.966667,0,167,718.799999,175,472.500001,9,87.500001,365.027601,6.154632,4.304192,2.7,9.722222,351,1278.800001,3.643305,1643.827602,78.800001,7.810447,6.154633,115.662913,265.662913,0.161612,4
49,43.366667,1,103,879.6,166,489,5,12.5,269.379889,14.821981,8.539806,2.945783,2.5,274,1381.1,5.040511,1650.479889,181.1,8.184418,14.821981,95.635948,245.635948,0.148827,4
46,57.766667,9,208,719.399999,252,546,4,33,261.26527,7.646008,3.458654,2.166667,8.25,464,1298.399999,2.798276,1559.665269,98.399999,7.770333,7.646007,86.025588,236.025588,0.151331,4
26,31.066667,1,81,742.2,173,485.7,7,47.499999,268.35129,5.963895,9.162963,2.807514,6.785714,261,1275.399999,4.88659,1543.751289,75.399999,7.909675,5.963895,86.469282,236.469282,0.153178,4
47,12.933333,10,275,835.2,71,395.699999,18,83.4,225.562696,9.346719,3.037091,5.573239,4.633333,364,1314.299999,3.610714,1539.862695,114.299999,8.177357,9.346719,77.015528,227.015528,0.147426,4
47,47.433333,1,142,696.6,102,519.9,32,59,405.538699,5.836674,4.905634,5.097059,1.84375,276,1275.5,4.621377,1681.038699,75.5,7.730694,5.836674,127.498284,277.498284,0.165075,4
41,55.9,1,61,687,201,506.700001,17,48.600001,398.448967,3.284609,11.262295,2.520896,2.858824,279,1242.300002,4.452688,1640.748969,42.300002,7.765033,3.284609,122.819299,272.819299,0.166277,4
37,24.933333,2,418,1263.599999,191,326.099999,7,10.799999,260.318759,35.834803,3.022967,1.70733,1.542857,616,1600.499997,2.598214,1860.818756,400.499997,8.947516,35.834803,113.930431,263.930431,0.141836,3
31,42.166667,8,62,909.6,269,417.299999,7,32.5,289.91351,13.302877,14.670968,1.551301,4.642857,338,1359.399999,4.021893,1649.313509,159.399999,8.345594,13.302876,100.276929,250.276929,0.151746,4
32,17.666667,11,63,954,231,368.1,7,42,340.798871,13.943267,15.142857,1.593506,6,301,1364.1,4.531894,1704.898871,164.1,8.496811,13.943267,116.182928,266.182928,0.156128,4
63,45.466667,1,55,973.8,158,247.500001,68,114,263.485698,11.698542,17.705455,1.566456,1.676471,281,1335.300001,4.751957,1598.785699,135.300001,8.646372,11.698541,90.74425,240.74425,0.150579,4
42,55.033333,0,38,732.600001,275,500.399999,18,42.5,386.180232,5.94322,19.278947,1.819636,2.361111,331,1275.5,3.853474,1661.680232,75.5,7.871815,5.94322,121.79729,271.79729,0.163568,4
31,10.933333,2,36,709.800001,217,387.600001,69,120,365.082539,1.377251,19.716667,1.786175,1.73913,322,1217.400002,3.780745,1582.482541,17.400002,7.915229,1.37725,110.902012,260.902012,0.164869,4
46,19.633333,10,32,686.400001,269,420.3,66,111.599999,336.421014,1.430518,21.45,1.562454,1.690909,367,1218.3,3.319619,1554.721014,18.3,7.81704,1.430518,102.356823,252.356823,0.162316,4
28,16.2,1,168,773.400001,246,459.9,20,60.500001,348.838804,7.49356,4.603571,1.869512,3.025,434,1293.800002,2.981106,1642.638806,93.800002,7.98887,7.49356,112.145201,262.145201,0.159588,4
29,46.733333,0,175,660.6,183,575.099999,15,34.200001,305.37012,5.313094,3.774857,3.142623,2.28,373,1269.9,3.404558,1575.27012,69.9,7.600992,5.313094,96.92413,246.92413,0.15675,4
32,56.6,0,267,815.399999,296,512.100001,21,46.799999,239.666215,13.885785,3.053933,1.730068,2.228571,584,1374.299999,2.353253,1613.966214,174.299999,7.966601,13.885786,85.78565,235.78565,0.146091,4
31,58.1,2,40,78.6,200,469.199999,13,20.500001,186.634514,0,1.965,2.346,1.576923,253,568.3,2.246245,754.934514,-31.7,7.766145,0,74.653806,134.593806,0.178285,5
50,23.7,2,75,162.600001,98,403.199999,28,52.800001,201.627315,1.907807,2.168,4.114286,1.885714,201,618.600001,3.077612,820.227316,18.600001,10.257032,1.907808,82.558734,142.498734,0.173731,5
30,38.1,0,105,212.4,177,375.9,6,46.2,181.17263,4.034787,2.022857,2.123729,7.7,288,634.5,2.203125,815.67263,34.5,11.695035,4.034787,76.503839,136.443839,0.167278,2
44,26.8,0,124,334.2,22,313.2,3,33.5,193.790618,11.986483,2.695161,14.236364,11.166667,149,680.9,4.569799,874.690618,80.9,14.816419,11.986483,89.502731,149.442731,0.170852,2
40,48.066667,1,136,298.2,85,327.600001,12,48.5,198.920454,10.286633,2.192647,3.854118,4.041667,233,674.300001,2.893991,873.220455,74.300001,13.844728,10.286633,89.854815,149.794815,0.171543,2
42,21.266667,0,96,193.2,110,378.599999,27,43.2,186.072081,1.692439,2.0125,3.441818,1.6,233,614.999999,2.639485,801.07208,14.999999,11.282927,1.692439,76.121271,136.061271,0.169849,5
27,11.933333,0,120,295.800001,21,376.199999,4,17.4,189.954137,12.141747,2.465,17.914286,4.35,145,689.4,4.754483,879.354137,89.4,13.581375,12.141749,88.123404,148.063404,0.168377,2
45,29.733333,0,123,207.600001,212,419.7,16,34,187.160176,6.913747,1.687805,1.979717,2.125,351,661.300001,1.884046,848.460177,61.300001,11.278542,6.913747,81.777817,141.717817,0.167029,2
26,27.3,0,155,235.799999,193,455.4,0,0,186.606617,11.634238,1.52129,2.359585,0,348,691.199999,1.986207,877.806616,91.199999,11.822917,10.7825,85.425147,145.365147,0.1656,2
41,23,6,68,135.6,78,369.3,35,65.4,185.298691,0,1.994118,4.734615,1.868571,181,570.3,3.150829,755.598691,-29.7,9.755392,0,74.119476,134.059476,0.177422,5
54,45,1,67,122.400001,209,493.8,6,12,196.525354,2.508911,1.826866,2.362679,2,282,628.200001,2.22766,824.725355,28.200001,8.896848,2.508911,81.119053,141.059053,0.171038,5
31,11.566667,2,57,201.6,224,383.4,14,46.8,192.637587,3.619402,3.536842,1.711607,3.342857,295,631.8,2.141695,824.437587,31.8,11.381766,3.619402,80.674437,140.614437,0.170558,2
31,44.833333,1,51,301.8,46,245.400002,54,90.500001,206.915133,5.453405,5.917647,5.334783,1.675926,151,637.700003,4.223179,844.615136,37.700003,14.465266,5.453406,88.219459,148.159459,0.175417,2
36,29.1,2,88,309.6,248,396.6,2,7.2,215.714076,15.512624,3.518182,1.599194,3.6,338,713.4,2.110651,929.114076,113.4,13.679563,15.512624,101.798254,161.738254,0.174078,2
42,56.866667,0,10,84.6,236,454.5,20,41.4,191.488998,0,8.46,1.925847,2.07,266,580.5,2.182331,771.988998,-19.5,7.914729,0,76.595599,136.535599,0.176862,5
34,43.666667,2,41,297.6,86,389.4,6,14.4,209.69841,13.674687,7.258537,4.527907,2.4,133,701.4,5.273684,911.09841,101.4,13.485885,13.674688,97.554052,157.494052,0.172862,2
26,20.533333,10,38,288.600001,39,264,44,69,200.902364,3.085714,7.594737,6.769231,1.568182,121,621.600001,5.13719,822.502365,21.600001,14.285714,3.085714,83.44666,143.38666,0.17433,2
54,16.766667,0,46,196.2,223,350.399999,8,65.5,188.770094,1.380697,4.265217,1.5713,8.1875,277,612.099999,2.209747,800.870093,12.099999,11.410717,1.380697,76.888734,136.828734,0.17085,2
40,10.733333,4,31,270,43,301.5,24,69,181.931163,5.43952,8.709677,7.011628,2.875,98,640.5,6.535714,822.431163,40.5,13.430913,5.43952,78.211985,138.151985,0.16798,2
26,48.566667,2,69,346.2,107,336,5,10.8,190.625019,13.941948,5.017391,3.140187,2.16,181,693,3.828729,883.625019,93,14.991342,13.941948,90.191956,150.131956,0.169905,2
36,35.333333,0,56,187.8,63,394.2,5,39.6,192.751583,2.385174,3.353571,6.257143,7.92,124,621.6,5.012903,814.351583,21.6,11.042471,2.385174,79.485807,139.425807,0.171211,5
35,23.433333,2,35,312.599999,70,253.499999,19,72,192.913515,5.637976,8.931429,3.621429,3.789474,124,638.099998,5.145968,831.013513,38.099998,14.797837,5.637976,82.803382,142.743382,0.17177,2
27,41.833333,1,51,168.6,80,414.6,2,24,190.377876,0.759842,3.305882,5.1825,12,133,607.2,4.565414,797.577876,7.2,10.55336,0.759842,76.910992,136.850992,0.171583,5
41,16.533333,2,65,234,240,381.3,10,38.500001,185.478513,6.541087,3.6,1.58875,3.85,315,653.800001,2.075556,839.278514,53.800001,12.158152,6.541086,80.732491,140.672491,0.167611,2
43,42.733333,8,81,237.600001,114,366,25,43.2,199.95352,5.778367,2.933333,3.210526,1.728,220,646.800001,2.94,846.753521,46.800001,12.346939,5.778367,85.759775,145.699775,0.172069,2
33,27.033333,0,54,249.600001,175,416.700001,2,11.4,207.895286,9.608453,4.622222,2.381143,5.7,231,677.700002,2.933766,885.595288,77.700002,12.366091,9.608453,92.766568,152.706568,0.172434,2
17,51.3,0,213,367.2,112,338.400001,12,23,219.474099,12.911187,1.723944,3.021429,1.916667,337,728.600001,2.162018,948.0741,128.600001,10.039802,12.911186,78.753416,183.753416,0.193818,2
25,19.4,2,311,646.2,43,133.8,22,69.500001,242.930762,31.454037,2.077814,3.111628,3.159091,376,849.500001,2.259309,1092.430763,249.500001,12.606828,31.454035,104.333263,209.333263,0.191622,1
19,30.3,0,319,665.400001,125,202.499999,5,14.400001,232.04218,35.405086,2.085893,1.62,2.88,449,882.300001,1.965033,1114.342181,282.300001,12.541653,35.405085,105.017739,210.017739,0.188468,1
23,26.466667,0,330,580.800001,110,294.300001,0,0,237.54193,32.370471,1.76,2.675455,0,440,875.100002,1.988864,1112.641932,275.100002,11.636956,32.013266,103.275845,208.275845,0.18719,1
21,33.233333,4,195,421.8,86,240.9,16,54.499999,195.078945,12.752772,2.163077,2.801163,3.40625,297,717.199999,2.414815,912.278944,117.199999,10.881205,12.752772,71.276455,176.276455,0.193226,2
20,38.766667,1,372,663,11,24.3,5,119.400001,196.122318,27.322989,1.782258,2.209091,23.88,388,806.700001,2.079124,1002.822319,206.700001,13.218669,27.322988,86.159684,191.159684,0.190622,1
13,11.266667,2,327,511.8,89,283.8,14,28.2,192.248326,25.093962,1.565138,3.188764,2.014286,430,823.8,1.915814,1016.048326,223.8,11.212673,25.093962,82.76846,187.76846,0.184803,1
25,18.5,2,382,579.600001,46,277.500001,2,6.5,181.280277,30.871357,1.517277,6.032609,3.25,430,863.600002,2.008372,1044.880279,263.600002,11.71144,30.871357,85.25544,190.25544,0.182083,1
23,48.066667,1,205,465.6,40,260.4,14,48.6,219.194756,19.224935,2.27122,6.51,3.471429,259,774.6,2.990734,993.794756,174.6,11.010844,19.224934,84.983361,189.983361,0.19117,1
20,25.1,1,241,436.2,88,303.6,12,21,211.803404,17.25937,1.809959,3.45,1.75,341,760.8,2.231085,972.603404,160.8,10.733438,17.259369,80.80039,185.80039,0.191034,2
16,31.866667,1,273,651.600001,27,182.399999,5,16.2,251.975707,31.685526,2.386813,6.755556,3.24,305,850.2,2.787541,1102.175707,250.2,12.664079,31.685526,107.278238,212.278238,0.192599,1
16,37.433333,1,268,496.2,91,244.2,20,40,247.086734,20.490334,1.851493,2.683516,2,379,780.4,2.059103,1027.486734,180.4,11.358278,20.490333,94.616353,199.616353,0.194276,1
25,57.633333,5,177,434.4,199,325.8,0,0,188.220453,17.667698,2.454237,1.637186,0,376,760.2,2.021809,948.420453,160.2,10.714286,17.164286,73.630422,178.630422,0.188345,1
18,10.4,0,307,622.799999,111,186.3,24,46.200001,216.853104,31.355067,2.028664,1.678378,1.925,442,855.3,1.935068,1072.153104,255.3,12.281656,31.355067,96.410998,201.410998,0.187857,1
22,26.7,7,255,476.399999,64,241.2,18,63,244.508346,20.052014,1.868235,3.76875,3.5,337,780.599999,2.31632,1025.108345,180.599999,11.102998,20.052014,93.404518,198.404518,0.193545,1
22,22.833333,0,211,538.199999,112,285.899999,0,0,245.891171,26.290823,2.550711,2.552679,0,323,824.099998,2.551393,1069.991169,224.099998,11.530761,25.840435,99.607786,204.607786,0.191224,1
14,15.066667,0,158,405,157,279.299999,15,43.799999,190.86496,13.530465,2.563291,1.778981,2.92,330,728.099998,2.206364,918.964958,128.099998,10.562423,13.530463,70.789951,175.789951,0.191291,2
18,35.533333,2,330,549.6,24,219.6,28,50.4,208.412529,25.705738,1.665455,9.15,1.8,382,819.6,2.14555,1028.012529,219.6,11.70571,25.705739,88.229498,193.229498,0.187964,1
23,16.466667,0,306,582,33,172.8,10,56,242.569174,25.671426,1.901961,5.236364,5.6,349,810.8,2.323209,1053.369174,210.8,12.178096,25.671426,98.442178,203.442178,0.193135,1
25,54.866667,1,359,685.2,34,76.499999,21,85.8,212.331767,32.385265,1.908635,2.25,4.085714,414,847.499999,2.047101,1059.831766,247.499999,13.084956,32.385265,96.084795,201.084795,0.189733,1
12,40.133333,1,227,433.8,153,292.2,22,34.2,186.700591,17.151642,1.911013,1.909804,1.554545,402,760.2,1.891045,946.900591,160.2,10.706393,17.151642,73.161819,178.161819,0.188153,2
19,25.066667,2,282,542.4,69,275.7,8,17,194.178715,27.024818,1.923404,3.995652,2.125,359,835.1,2.326184,1029.278715,235.1,11.495031,27.024817,85.278431,190.278431,0.184866,1
23,56.5,2,320,625.199999,7,96,21,90,187.739125,26.837396,1.95375,13.714286,4.285714,348,811.199999,2.331034,998.939124,211.199999,12.707101,26.837396,83.159134,188.159134,0.188359,1
20,20.766667,1,222,434.400001,48,258,14,54.599999,205.057621,15.898434,1.956757,5.375,3.9,284,747,2.630282,952.057621,147,10.815261,15.898434,77.41572,182.41572,0.191602,1
17,46.133333,2,340,521.399999,74,132.600001,73,111.500001,218.069031,19.547593,1.533529,1.791892,1.527397,487,765.500001,1.571869,983.569032,165.500001,11.811234,19.547593,84.968302,189.968302,0.193142,1
16,20.466667,0,218,373.8,54,250.499999,44,88,194.900907,11.508267,1.714679,4.638889,2,316,712.299999,2.254114,907.200906,112.299999,10.247789,11.508267,69.978539,174.978539,0.192877,2
13,27.466667,1,64,388.8,78,264.3,11,42.600001,204.57491,10.133305,6.075,3.388462,3.872727,153,695.700001,4.547059,900.274911,95.700001,10.588616,10.133305,71.505778,176.505778,0.196058,2
18,40.3,0,55,355.2,118,187.2,54,100.2,185.698974,4.484734,6.458182,1.586441,1.855556,227,642.6,2.830837,828.298974,42.6,10.527544,4.484734,60.194426,165.194426,0.199438,2
13,45.1,6,153,615.6,37,111,12,75.6,235.544497,25.626619,4.023529,3,6.3,202,802.2,3.971287,1037.744497,202.2,12.673897,25.626619,96.289968,201.289968,0.193969,1
25,30.633333,8,170,574.2,23,176.7,27,47,243.088842,24.136658,3.377647,7.682609,1.740741,220,797.9,3.626818,1040.988842,197.9,12.196391,24.136657,97.063309,202.063309,0.194107,1
23,32.933333,2,105,357,13,183,29,112.799999,209.605849,5.527499,3.4,14.076923,3.889655,147,652.799999,4.440816,862.405848,52.799999,10.46875,5.5275,68.409255,173.409255,0.201076,2
18,31.066667,1,74,517.200001,99,152.399999,3,73.5,217.645046,17.114806,6.989189,1.539394,24.5,176,743.1,4.222159,960.745046,143.1,11.960032,17.114806,82.40832,187.40832,0.195066,1
12,33.766667,0,127,432,70,181.2,48,94.500001,232.42201,11.959309,3.401575,2.588571,1.96875,245,707.700001,2.888571,940.122011,107.700001,11.104281,11.959311,81.685914,186.685914,0.198576,2
19,41.266667,0,168,521.4,54,252.299999,4,21.6,234.007079,22.5689,3.103571,4.672222,5.4,226,795.299999,3.519027,1029.307078,195.299999,11.556017,22.5689,92.771024,197.771024,0.19214,1
13,45.966667,6,96,705,22,58.8,4,58.8,211.097181,30.207682,7.34375,2.672727,14.7,122,822.6,6.742623,1033.697181,222.6,13.570387,30.207681,93.536835,198.536835,0.192065,1
21,45.6,9,71,555,85,248.4,0,0,189.684543,24.69819,7.816901,2.922353,0,156,803.4,5.15,993.084543,203.4,11.90814,24.221158,81.12652,186.12652,0.187423,1
19,47.3,0,188,561.599999,20,191.7,29,52.2,210.010852,24.602597,2.987234,9.585,1.8,237,805.499999,3.398734,1015.510851,205.499999,11.972067,24.602598,87.605853,192.605853,0.189664,1
21,57.166667,1,50,421.2,105,306.9,3,15,204.323812,15.266118,8.424,2.922857,5,158,743.1,4.703165,947.423812,143.1,10.668147,15.266118,76.563262,181.563262,0.191639,2
22,16.1,0,73,627,34,137.4,22,49.2,246.487503,27.141063,8.589041,4.041176,2.236364,129,813.6,6.306977,1060.087503,213.6,12.70649,27.141062,101.087313,206.087313,0.194406,1
17,24.733333,2,73,674.4,6,24,19,94.199999,230.769806,26.017767,9.238356,4,4.957895,98,792.599999,8.087755,1023.369805,192.599999,13.508706,26.017767,95.248709,200.248709,0.195676,1
23,56.366667,0,77,705.600002,63,106.499999,5,36,270.657201,33.046358,9.163636,1.690476,7.2,145,848.100001,5.848966,1118.757202,248.100001,13.319774,33.046358,114.243519,219.243519,0.195971,1
20,17.566667,2,42,405.6,59,230.100001,42,70.2,224.714551,11.379862,9.657143,3.9,1.671429,143,705.900001,4.936364,930.614552,105.900001,10.745856,11.379862,78.794227,183.794227,0.197498,2
20,16.266667,5,77,346.799999,30,260.4,9,54,189.601804,6.269945,4.503896,8.68,6,116,661.199999,5.7,850.801803,61.199999,10.245009,6.269945,63.150487,168.150487,0.197638,2
20,38.366667,6,90,410.4,97,190.200001,30,86,195.737889,9.506323,4.56,1.960825,2.866667,217,686.600001,3.164055,882.33789,86.600001,10.977279,9.506324,68.227691,173.227691,0.196328,2
22,51.466667,1,49,556.2,74,250.499999,0,0,210.697809,26.270904,11.35102,3.385135,0,123,806.699999,6.558537,1017.397808,206.699999,11.894756,24.586461,87.795804,192.795804,0.189499,1
20,57.466667,1,78,366,164,300,8,27,197.883268,9.561688,4.692308,1.829268,3.375,250,693,2.772,890.883268,93,10.281385,9.561688,68.926669,173.926669,0.195229,2
24,11.233333,1,202,725.4,27,64.5,20,62.4,263.722695,34.088474,3.591089,2.388889,3.12,249,852.3,3.422892,1116.022695,252.3,13.511088,34.088474,113.205283,218.205283,0.19552,1
25,38.666667,1,142,669,33,71.399999,34,64.800001,249.927028,27.309031,4.711268,2.163636,1.905882,209,805.2,3.852632,1055.127028,205.2,13.308495,27.309031,102.28714,207.28714,0.196457,1
24,20.133333,2,188,678.6,105,186.3,4,13.2,201.064453,35.396704,3.609574,1.774286,3.3,297,878.1,2.956566,1079.164453,278.1,12.728049,35.396705,95.716041,200.716041,0.185992,1
13,51.233333,1,25,432.6,81,150,58,103.8,204.397721,9.765315,17.304,1.851852,1.789655,164,686.4,4.185366,890.797721,86.4,11.302448,9.765315,71.084631,176.084631,0.197671,2
17,55.4,0,19,370.199999,91,294.599999,21,34.800001,188.184863,10.25043,19.48421,3.237363,1.657143,131,699.599999,5.340458,887.784862,99.599999,10.291595,10.250429,66.705888,171.705888,0.193409,2
25,24.266667,2,181,661.8,117,230.399999,0,0,261.976289,36.633373,3.656354,1.969231,0,298,892.199999,2.99396,1154.176288,292.199999,12.417619,36.284284,114.87717,219.87717,0.190506,1
17,42.3,2,22,563.400001,29,98.099999,29,75,192.295348,17.266833,25.609091,3.382759,2.586207,80,736.5,9.20625,928.795348,136.5,12.649695,17.266833,74.955437,179.955437,0.193751,1
25,21.6,0,103,577.799999,55,110.700001,36,67.5,182.410408,19.722857,5.609709,2.012727,1.875,194,756,3.896907,938.410408,156,12.642857,19.722857,74.44598,179.44598,0.191223,1
23,48.633333,0,84,475.200001,67,177,38,61.200001,214.01151,13.223642,5.657143,2.641791,1.610526,189,713.400002,3.774603,927.411512,113.400002,11.66106,13.223642,77.427095,182.427095,0.196706,2
18,20.866667,1,117,669.6,98,188.099999,0,0,243.95163,33.057164,5.723077,1.919388,0,215,857.699999,3.989302,1101.651629,257.699999,12.806926,33.003447,106.188936,211.188936,0.191702,1
